site_id     dd_nu  site_no                                            station_nm                                       state_cd                                           county_cd                                          district_cd                                        country_cd
720927      1      06469400                                           PIPESTEM CREEK NR PINGREE, ND                    38                                                 093                                                38                                                 US
720933      1      06470000                                           JAMES RIVER AT JAMESTOWN, ND                     38                                                 093                                                38                                                 US
720937      2      06470500                                           JAMES RIVER AT LAMOURE, ND                       38                                                 045                                                38                                                 US
720938      1      06470800                                           BEAR CREEK NR OAKES, ND                          38                                                 021                                                38                                                 US
1267992     1      01109090                                           RATTLESNAKE BROOK NEAR ASSONET, MA               25                                                 005                                                25                                                 US
2393456     1      12058790                                           NF SKOKOMISH R NR LWR CUSHMAN DAM NR POTLATCH, W 53                                                 045                                                53                                                 US
1268029     2      01109403                                           TEN MILE R., PAWTUCKET AVE. AT E. PROVIDENCE, RI 44                                                 007                                                25                                                 US
776365      2      05422560                                           Duck Creek at 110th Avenue at Davenport, IA      19                                                 163                                                19                                                 US
879164      1      05530000                                           WELLER CREEK AT DES PLAINES, IL                  17                                                 031                                                17                                                 US
2396123     1      02236000                                           ST. JOHNS RIVER NEAR DELAND, FL                  12                                                 069                                                125                                                US
2396131     2      02239501                                           SILVER RIVER NEAR OCALA, FL                      12                                                 083                                                125                                                US
2396178     2      02313230                                           WITHLACOOCHEE R AT INGLIS DAM NEAR DUNNELLON, FL 12                                                 075                                                125                                                US
2396182     2      02313250                                           WITHLACOOCHEE R BYPASS CHANNEL NR INGLIS FLA     12                                                 075                                                125                                                US
2396281     3      02313700                                           WACCASASSA RIVER NR GULF HAMMOCK, FLA.           12                                                 075                                                123                                                US
2396348     2      02319000                                           WITHLACOOCHEE RIVER NEAR PINETTA, FLA.           12                                                 079                                                123                                                US
2396351     4      02319300                                           WITHLACOOCHEE RIVER NR MADISON FLA               12                                                 047                                                123                                                US
2396355     5      02319394                                           WITHLACOOCHEE RIVER NR LEE, FLA                  12                                                 079                                                123                                                US
2396375     3      02320250                                           TROY SPRING NEAR BRANFORD FLA                    12                                                 067                                                123                                                US
2396416     1      02321000                                           NEW RIVER NR LAKE BUTLER FLA                     12                                                 125                                                123                                                US
2396478     3      02322698                                           ICHETUCKNEE R A DAMPIER'S LANDING NR HILDRETH, F 12                                                 023                                                123                                                US
2396481     3      02322800                                           SANTA FE RIVER NR HILDRETH FLA                   12                                                 041                                                123                                                US
2396486     1      02323000                                            SUWANNEE RIVER NEAR BELL, FLORIDA               12                                                 041                                                123                                                US
2396494     7      02323500                                            SUWANNEE RIVER NEAR WILCOX, FLA.                12                                                 075                                                123                                                US
2396495     3      02323502                                           FANNING SPRINGS NR WILCOX FLA                    12                                                 075                                                123                                                US
2396497     4      02323566                                           MANATEE SPRING NR CHIEFLAND FLA                  12                                                 075                                                123                                                US
2396508     2      02324000                                           STEINHATCHEE RIVER NEAR CROSS CITY, FLA.         12                                                 123                                                123                                                US
2396566     1      02324400                                           FENHOLLOWAY RIVER NEAR FOLEY, FLA.               12                                                 123                                                123                                                US
2396580     1      02325000                                            FENHOLLOWAY RIVER NR PERRY FLA                  12                                                 123                                                123                                                US
2396598     2      02326372                                           PALMER MILL BRANCH AT MONTICELLO,FL              12                                                 065                                                123                                                US
2396664     2      02328522                                           OCHLOCKONEE RIVER NR CONCORD, FLA.               12                                                 073                                                123                                                US
2396716     1      02330000                                           OCHLOCKONEE RIVER NR BLOXHAM, FLA.               12                                                 073                                                123                                                US
2396734     2      02330150                                           OCHLOCKONEE RIVER NR SMITH CREEK, FLA.           12                                                 129                                                123                                                US
2396739     3      02330400                                            NEW RIVER NR SUMATRA FLA                        12                                                 077                                                123                                                US
2396770     2      02358795                                           JACKSON BLUE SPRING NR MARIANNA, FL              12                                                 063                                                123                                                US
2396790     1      02359170                                           APALACHICOLA RIVER NR SUMATRA,FLA.               12                                                 037                                                123                                                US
2396798     2      02359315                                           MARTIN BAYOU AT US 98 AT SPRINGFIELD, FL         12                                                 005                                                123                                                US
2396846     1      02365200                                           CHOCTAWHATCHEE RIVER NR PITTMAN, FLA.            12                                                 059                                                123                                                US
2396852     2      02365470                                           WRIGHTS CREEK AT SH 177-A NR BONIFAY,FL          12                                                 059                                                123                                                US
2396866     2      02365769                                           BRUCE CREEK AT SH 81 NR REDBAY, FL               12                                                 131                                                123                                                US
2396872     1      02366000                                           HOLMES CREEK AT VERNON, FLA.                     12                                                 133                                                123                                                US
2396875     2      02366500                                           CHOCTAWHATCHEE RIVER NR BRUCE, FLA.              12                                                 131                                                123                                                US
2396914     2      02367900                                           YELLOW RIVER NR OAK GROVE, FLA.                  12                                                 091                                                123                                                US
2396928     1      02368500                                           SHOAL RIVER NR MOSSY HEAD, FLA.                  12                                                 131                                                123                                                US
2396960     1      02370000                                           BLACKWATER RIVER NR BAKER, FLA.                  12                                                 091                                                123                                                US
2396975     2      02370500                                           BIG COLDWATER CREEK NR MILTON, FLA.              12                                                 113                                                123                                                US
2397006     3      02376100                                           BAYOU MARCUS CREEK NR PENSACOLA,FLA              12                                                 033                                                123                                                US
2396107     2      02231000                                            ST. MARYS RIVER NEAR MACCLENNY, FL              12                                                 003                                                125                                                US
2396133     2      02240000                                           OCKLAWAHA RIVER NEAR CONNER, FL                  12                                                 083                                                125                                                US
345020      1      07106300                                           FOUNTAIN CREEK NEAR PINON, CO                    08                                                 101                                                08                                                 US
344977      1      07103747                                           MONUMENT CREEK AT PALMER LAKE, CO                08                                                 041                                                08                                                 US
1529659     2      07105000                                           BEAR CREEK NEAR COLORADO SPRINGS, CO             08                                                 041                                                08                                                 US
2400667     2      01494150                                           THREE BRIDGES BRANCH AT CENTREVILLE, MARYLAND    24                                                 035                                                24                                                 US
363245      2      394220106431500                                    EAGLE RIVER BELOW MILK CREEK NEAR WOLCOTT, CO    08                                                 037                                                08                                                 US
623803      1      15300200                                           ROADHOUSE C NR ILIAMNA AK                        02                                                 164                                                02                                                 US
92427       4      06888500                                           MILL C NR PAXICO, KS                             20                                                 197                                                20                                                 US
1381869     1      01582000                                           LITTLE FALLS AT BLUE MOUNT, MD                   24                                                 005                                                24                                                 US
1382454     2      01643500                                           BENNETT CREEK AT PARK MILLS, MD                  24                                                 021                                                24                                                 US
1382366     2      01637500                                           CATOCTIN CREEK NEAR MIDDLETOWN, MD               24                                                 021                                                24                                                 US
1381479     1      01478000                                           CHRISTINA RIVER AT COOCHS BRIDGE, DE             10                                                 003                                                24                                                 US
1381589     1      01484525                                           MILLSBORO POND OUTLET AT MILLSBORO, DE           10                                                 005                                                24                                                 US
1381664     1      01485500                                           NASSAWANGO CREEK NEAR SNOW HILL, MD              24                                                 047                                                24                                                 US
1381755     1      01493000                                           UNICORN BRANCH NEAR MILLINGTON, MD               24                                                 035                                                24                                                 US
1381786     1      01495000                                           BIG ELK CREEK AT ELK MILLS, MD                   24                                                 015                                                24                                                 US
879194      2      05531044                                           SALT CREEK NEAR ELK GROVE VILLAGE, IL            17                                                 031                                                17                                                 US
1031851     2      0212414900                                         MALLARD CR BL STONY CR NR HARRISBURG, NC         37                                                 119                                                37                                                 US
623609      2      15281000                                           KNIK R NR PALMER AK                              02                                                 170                                                02                                                 US
2223343     1      05055400                                           SHEYENNE R BL DEVILS LK STATE OUTLET NR BREMEN,  38                                                 027                                                38                                                 US
92854       1      07166500                                           VERDIGRIS R NR ALTOONA, KS                       20                                                 205                                                20                                                 US
2400779     2      012035055                                          POOTATUCK RIVER AT BERKSHIRE                     09                                                 001                                                09                                                 US
622946      4      15024800                                           STIKINE R NR WRANGELL AK                         02                                                 280                                                02                                                 US
622964      2      15041200                                           TAKU R NR JUNEAU AK                              02                                                 110                                                02                                                 US
623003      3      15052500                                           MENDENHALL R NR AUKE BAY AK                      02                                                 110                                                02                                                 US
2183390     1      15087080                                           UPPER EARL WEST C NR WRANGELL AK                 02                                                 280                                                02                                                 US
623260      2      15129000                                           ALSEK R NR YAKUTAT AK                            02                                                 282                                                02                                                 US
623386      1      15236900                                           WOLVERINE C NR LAWING AK                         02                                                 122                                                02                                                 US
623395      14     15237730                                           GROUSE C AT GROUSE LK OUTLET NR SEWARD AK        02                                                 122                                                02                                                 US
623424      1      15239050                                           MF BRADLEY R NR HOMER AK                         02                                                 122                                                02                                                 US
623500      1      15266300                                           KENAI R AT SOLDOTNA AK                           02                                                 122                                                02                                                 US
2318498     1      15273045                                           RABBIT C AT OLD SEWARD HWY NR ANCHORAGE AK       02                                                 020                                                02                                                 US
1550036     1      15272380                                           TWENTYMILE R BL GLACIER R NR PORTAGE AK          02                                                 020                                                02                                                 US
623584      10     15275100                                           CHESTER C AT ARCTIC BOULEVARD AT ANCHORAGE AK    02                                                 020                                                02                                                 US
623744      1      15297610                                           RUSSELL C NR COLD BAY AK                         02                                                 013                                                02                                                 US
624211      2      15565447                                           YUKON R AT PILOT STATION AK                      02                                                 270                                                02                                                 US
1586354     1      15583500                                           ETTA C NR COUNCIL AK                             02                                                 180                                                02                                                 US
624322      1      15875000                                           COLVILLE R AT UMIAT AK                           02                                                 185                                                02                                                 US
2234055     1      15820000                                           IKPIKPUK R BL FRY C NR ALAKTAK AK                02                                                 185                                                02                                                 US
623924      3      15356000                                           YUKON R AT EAGLE AK                              02                                                 240                                                02                                                 US
624067      1      15493700                                           CHENA R BL MOOSE C DAM AK                        02                                                 090                                                02                                                 US
2205944     1      15515060                                           MARGUERITE C AB EMMA C NR HEALY AK               02                                                 068                                                02                                                 US
624296      2      15743850                                           DAHL C NR KOBUK AK                               02                                                 188                                                02                                                 US
1980362     2      1574699020                                         IKALUKROK C 0.6 MI BL RED DOG C NR KIVALINA AK   02                                                 188                                                02                                                 US
1971302     2      07191288                                           Spavinaw Creek near Eucha, OK                    40                                                 041                                                40                                                 US
720498      1      05084000                                           FOREST RIVER NR FORDVILLE, ND                    38                                                 099                                                38                                                 US
19782       1      09498500                                           SALT RIVER NEAR ROOSEVELT, AZ                    04                                                 007                                                04                                                 US
19901       1      09512800                                           AGUA FRIA RIVER NEAR ROCK SPRINGS, AZ            04                                                 025                                                04                                                 US
1993370     1      09512406                                           SALT RIVER AT 51ST AVENUE, PHOENIX, AZ           04                                                 013                                                04                                                 US
19783       1      09498501                                           PINTO CREEK BLW HAUNTED CANYON NR MIAMI, AZ      04                                                 007                                                04                                                 US
19784       1      09498502                                           PINTO CREEK NEAR MIAMI, AZ                       04                                                 007                                                04                                                 US
1822662     4      03086000                                           Ohio River at Sewickley, PA                      42                                                 003                                                42                                                 US
1822679     1      03103500                                           Shenango River at Sharpsville, PA                42                                                 085                                                42                                                 US
1822703     4      03106000                                           Connoquenessing Creek near Zelienople, PA        42                                                 007                                                42                                                 US
1822718     4      03106500                                           Slippery Rock Creek at Wurtemburg, PA            42                                                 073                                                42                                                 US
1822720     6      03107500                                           Beaver River at Beaver Falls, PA                 42                                                 007                                                42                                                 US
19858       11     09510000                                           VERDE RIVER BLW BARTLETT DAM, AZ.                04                                                 013                                                04                                                 US
232446      2      07335000                                           Clear Boggy Creek near Caney, OK                 40                                                 005                                                40                                                 US
594232      8      06775500                                           Middle Loup River at Dunning, Nebr.              31                                                 009                                                31                                                 US
594360      5      06797500                                           Elkhorn River at Ewing, Nebr.                    31                                                 089                                                31                                                 US
594380      5      06799100                                           North Fork Elkhorn River near Pierce, Nebr.      31                                                 139                                                31                                                 US
624065      2      15493400                                           CHENA R BL HUNTS C NR TWO RIVERS AK              02                                                 090                                                02                                                 US
899628      4      05129290                                           GOLD PORTAGE OUTLET FROM KABETOGAMA LK NR RAY,MN 27                                                 137                                                27                                                 US
345123      2      07126480                                           BENT CANYON CREEK AT MOUTH NEAR TIMPAS, CO       08                                                 071                                                08                                                 US
1819840     4      01451500                                           Little Lehigh Creek near Allentown, PA           42                                                 077                                                42                                                 US
1820136     1      01471000                                           Tulpehocken Creek near Reading, PA               42                                                 011                                                42                                                 US
1820081     1      01470500                                           Schuylkill River at Berne, PA                    42                                                 011                                                42                                                 US
1820260     4      01472199                                           West Branch Perkiomen Creek at Hillegass, PA     42                                                 091                                                42                                                 US
1820329     1      01473900                                           Wissahickon Creek at Fort Washington, PA         42                                                 091                                                42                                                 US
1820357     5      01475850                                           Crum Creek near Newtown Square, PA               42                                                 045                                                42                                                 US
1820383     4      01477000                                           Chester Creek near Chester, PA                   42                                                 045                                                42                                                 US
1820433     4      01480500                                           West Branch Brandywine Creek at Coatesville, PA  42                                                 029                                                42                                                 US
1820499     9      01480700                                           East Branch Brandywine Creek near Downingtown, P 42                                                 029                                                42                                                 US
1820365     11     01476480                                           Ridley Creek at Media, PA                        42                                                 045                                                42                                                 US
1821334     6      01555500                                           East Mahantango Creek near Dalmatia, PA          42                                                 097                                                42                                                 US
1821506     4      01570000                                           Conodoguinet Creek near Hogestown, PA            42                                                 041                                                42                                                 US
1821761     4      01576000                                           Susquehanna River at Marietta, PA                42                                                 071                                                42                                                 US
1821634     8      01573000                                           Swatara Creek at Harper Tavern, PA               42                                                 075                                                42                                                 US
1821664     4      01573560                                           Swatara Creek near Hershey, PA                   42                                                 043                                                42                                                 US
1822063     3      03022540                                           Woodcock Creek at Blooming Valley, PA            42                                                 039                                                42                                                 US
1822050     4      03021350                                           French Creek near Wattsburg, PA                  42                                                 049                                                42                                                 US
1822400     6      03049000                                           Buffalo Creek near Freeport, PA                  42                                                 019                                                42                                                 US
1822402     4      03049500                                           Allegheny River at Natrona, PA                   42                                                 003                                                42                                                 US
720440      1      05060000                                           MAPLE RIVER NR MAPLETON, ND                      38                                                 017                                                38                                                 US
1382446     2      01643000                                           MONOCACY RIVER AT JUG BRIDGE NEAR FREDERICK, MD  24                                                 021                                                24                                                 US
596         4      08064700                                           Tehuacana Ck nr Streetman, TX                    48                                                 161                                                48                                                 US
1822342     4      03041000                                           Little Conemaugh River at East Conemaugh, PA     42                                                 021                                                42                                                 US
2335993     2      01490140                                           LITTLE BLACKWATER RIVER AT SEWARD, MD            24                                                 019                                                24                                                 US
1381853     1      01581700                                           WINTERS RUN NEAR BENSON, MD                      24                                                 025                                                24                                                 US
1382554     1      01653600                                           PISCATAWAY CREEK AT PISCATAWAY, MD               24                                                 033                                                24                                                 US
1382530     1      01649500                                           NORTH EAST BRANCH ANACOSTIA RIVER AT RIVERDALE,  24                                                 033                                                24                                                 US
1382569     2      01658000                                           MATTAWOMAN CREEK NEAR POMONKEY, MD               24                                                 017                                                24                                                 US
1382588     1      01661050                                           ST CLEMENT CREEK NEAR CLEMENTS, MD               24                                                 037                                                24                                                 US
1382594     1      01661500                                           ST MARYS RIVER AT GREAT MILLS, MD                24                                                 037                                                24                                                 US
197412      1      07349860                                           Red Chute Bayou at Sligo, LA                     22                                                 015                                                22                                                 US
197446      1      07351500                                           Cypress Bayou near Keithville, LA                22                                                 017                                                22                                                 US
197480      2      07352000                                           Saline Bayou near Lucky, LA                      22                                                 013                                                22                                                 US
197648      3      07367700                                           Boeuf River near AR/LA State Line                22                                                 123                                                22                                                 US
197671      5      07369000                                           Bayou Lafourche near Crew Lake, LA               22                                                 083                                                22                                                 US
198386      3      07382000                                           Bayou Cocodrie near Clearwater, LA               22                                                 079                                                22                                                 US
198427      2      07383500                                           Bayou Des Glaises Diversion Ch. at Moreauville,  22                                                 009                                                22                                                 US
198660      2      08023400                                           Bayou San Patricio near Benson, LA               22                                                 031                                                22                                                 US
198694      1      08025500                                           Bayou Toro near Toro, LA                         22                                                 085                                                22                                                 US
198722      2      08028000                                           Bayou Anacoco near Rosepine, LA                  22                                                 115                                                22                                                 US
1050315     2      04232050                                           ALLEN CREEK NEAR ROCHESTER NY                    36                                                 055                                                36                                                 US
1050431     2      04233300                                           SIXMILE CREEK AT BETHEL GROVE, NY                36                                                 109                                                36                                                 US
2205269     2      07099973                                           ARKANSAS RIVER TRIBUTARY ABOVE HWY 227 AT PUEBLO 08                                                 101                                                08                                                 US
891068      1      04041500                                           STURGEON RIVER NEAR ALSTON, MI                   26                                                 013                                                26                                                 US
2206337     12     04043238                                           SALMON TROUT RIVER NEAR BIG BAY, MI              26                                                 103                                                26                                                 US
2206338     3      04043275                                           YELLOW DOG RIVER NEAR BIG BAY, MI                26                                                 103                                                26                                                 US
891146      1      04045500                                           TAHQUAMENON RIVER NEAR PARADISE, MI              26                                                 095                                                26                                                 US
891219      1      04059000                                           ESCANABA RIVER AT CORNELL, MI                    26                                                 041                                                26                                                 US
891234      1      04059500                                           FORD RIVER NEAR HYDE, MI                         26                                                 041                                                26                                                 US
891245      2      04060993                                           BRULE RIVER AT US HIGHWAY 2 NEAR FLORENCE, WI    26                                                 071                                                26                                                 US
891251      1      04062000                                           PAINT RIVER NR ALPHA, MI                         26                                                 071                                                26                                                 US
891252      2      04062011                                           BRULE RIVER NEAR COMMONWEALTH, WI                55                                                 037                                                26                                                 US
891268      1      04062500                                           MICHIGAMME RIVER NEAR CRYSTAL FALLS, MI          26                                                 071                                                26                                                 US
